ResponseId,open.question,rep.supp,dem.supp,elite,bipart,jcs,state,regime,trade,shared.threat,cost,conditions,defense.coop,mil.coop,region,cap,issue.link,none,age,gender,hhi,ethnicity,hispanic,education,political_party,us.region,zip,Q11,Q18,Q1,Q6,Q3,Q4,Q4_DO,Q4,Q5,Q7
R_0PcejRfT5uX3zON,We all live on the earth we come together we live we don't we live in fear,,,,,,,,,,,,,,,,,1,49,1,9,2,1,2,7,2,48203,"Manufacturing - wood, chemicals, plastics etc.",No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,A few.,Neither agree nor disagree
R_3Mfjrox1BEV3mUM,Democracy,,,,,,,1,,,,,,,,,,,23,1,8,1,1,4,2,4,92117,"Manufacturing - food, textile, apparel",No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_1jHvWy5hWVvFgNt,,,,,,,,,,,,,,,,,,1,70,1,5,1,1,4,3,2,48044,,,,,,,,,,
R_3PgEVDbF3andMw2,,,,,,,,,,,,,,,,,,1,45,2,4,1,1,7,1,4,83440,,,,,,,,,,
R_24o4Vhq7X8I27zB,Military opinions ,,,,,1,,,,,,,,,,,,,57,1,19,1,1,6,4,3,30542,"Professional, scientific, and technical services",No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Somewhat disagree
R_D8dFo1yutM2raA9,,,,,,,,,,,,,,,,,,1,64,2,4,1,1,2,6,1,12193,,,,,,,,,,
R_2vZGvLeafgUxS7X,,,,,,,,,,,,,,,,,,1,59,1,6,1,1,2,3,3,29673,,,,,,,,,,
R_1IfHXNEaGyfJruy,,,,,,,,,,,,,,,,,,1,69,2,5,1,1,4,2,3,27405,Retail Trade,No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Somewhat disagree
R_2Bs4s99ezeIfnfX,,,,,,,,,,,,,,,,,,1,22,2,1,2,1,2,3,1,11236,Educational Services,No,,,,,,,,
R_ONbpbTve7fnuFmp,,,,,,,,,,,,,,,,,,1,19,2,4,2,4,5,9,3,71913,Agriculture,Yes,,,,,,,,
R_27wfqsWkP8Ynscv,Hi hi hello hello mama hello hi mama hello hello mama hi hello hi mama ,,,,,,,,,,,,,1,,,,,20,1,1,2,1,8,1,3,30045,Information and Telecommunications,Yes,Strongly agree,Strongly agree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Strongly agree
R_3no2BxcN9hNIrgf,Even if they do show support with us they back out of it and I do know that,,,,,,,,,,,,,,,,,1,57,1,1,1,1,2,9,2,44446,,Yes,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat disagree
R_oXhl1napW8SIpcB,,,,,,,,,,,,,,,,,,1,56,2,13,1,1,4,4,2,54660,Accommodation and food services,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_3MfKB2rqiemGfOw,,,,,,,,,,,,,,,,,,1,19,2,4,2,3,4,3,4,98222,Transportation & Warehousing,No,Neither agree nor disagree,Strongly agree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Strongly agree
R_T5ZAemDa0WHj91T,,,,,,,,,,,,,,,,,,1,34,2,20,1,1,6,2,3,37201,Educational Services,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,None.,Neither agree nor disagree
R_Rlh26OCKVYZRLjP,,,,,,,,,,,,,,,,,,1,39,2,18,1,1,5,2,2,45669,Health care and social assistance,No,Somewhat agree,Somewhat agree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat disagree
R_1ro8jmOSmGbTyma,,,,,,,,,,,,,,,,,,1,78,2,5,1,1,3,1,3,34608,,,,,,,,,,
R_2yl5WZxNzh0K3zG,,,,,,,,,,,,,,,,,,1,27,2,2,1,1,7,9,3,30152,"Professional, scientific, and technical services",No,Somewhat agree,Somewhat disagree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat disagree
R_2S1vPLV90I4itvK,,,,,,,,,,,,,,,,,,1,67,1,11,1,1,6,5,2,60102,"Professional, scientific, and technical services",No,,,,,,,,
R_3HOJpb0pCKeb57R,,,,,,,,,,,,,,,,,,1,87,2,5,1,1,5,1,4,80634,,,,,,,,,,
R_3fq2mThhogGJcSG,Ain’t know,,,,,,,,,,,,,,,,,1,20,1,16,1,1,-3105,5,4,94087,Educational Services,No,Strongly agree,Strongly disagree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,None.,Strongly agree
R_2DZA1ym1A0JXfYJ,,,,,,,,,,,,,,,,,,1,19,2,-3105,1,1,2,5,2,45212,,,,,,,,,,
R_1OOAbb4KJsyGZIZ,,,,,,,,,,,,,,,,,,1,62,2,4,1,1,2,10,1,1570,,,,,,,,,,
R_UlNIxcbMC8K25W1,,,,,,,,,,,,,,,,,,1,66,1,9,1,1,6,3,3,33024,"Arts, entertainment & recreation",No,Neither agree nor disagree,Strongly agree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,Very many.,Neither agree nor disagree
R_1N325FzqavfgENk,,,,,,,,,,,,,,,,,,1,19,2,11,1,1,2,5,2,53118,,,,,,,,,,
R_2V4Tto3TmL6lHz7,,,,,,,,,,,,,,,,,,1,50,1,15,1,1,1,1,1,2472,Construction,No,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Neither agree nor disagree
R_vUk2ahJEXdv7E89,,,,,,,,,,,,,,,,,,1,18,1,5,2,1,2,4,1,11213,,,,,,,,,,
R_2TNnz0KO6asX5ir,,,,,,,,,,,,,,,,,,1,77,1,9,1,1,8,2,3,24147,,,,,,,,,,
R_2QEuWUciWZCLSP3,cost,,,,,,,,,,1,,,,,,,,52,1,16,1,1,6,1,4,96818,Educational Services,Yes,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Some.,Strongly disagree
R_2SwsMCGQwn66Rde,there most important people that have a question for you,,,,,,,,,,,,,,,,,1,20,1,-3105,15,2,1,9,2,48444,Agriculture,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Strongly disagree
R_qKKX9cs4mmuv1fz,"Trade ties with the country, annual defense spending requirements, and whether we would or would not be committed to support in any conflict vs. any conflict they did not start.",,,,,,,,1,,1,1,,,,,,,60,1,5,1,1,4,3,3,37013,,Yes,Strongly agree,Somewhat agree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Somewhat disagree
R_21hOjXONfGaOquN,Safety,,,,,,,,,,,,,,,,,1,20,1,19,1,1,4,4,4,80918,,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_PB5HwX2GBTIhRJv,,,,,,,,,,,,,,,,,,1,60,1,2,1,1,2,10,1,13440,,,,,,,,,,
R_3hH1zeTsUOTCAiG,Alliance,,,,,,,,,,,,,,,,,1,24,1,8,1,2,4,1,3,78211,Educational Services,No,Somewhat agree,Strongly disagree,Somewhat disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Somewhat disagree
R_TdrsePemgMwYigF,,,,,,,,,,,,,,,,,,1,34,1,1,2,1,1,2,3,29405,Accommodation and food services,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,
R_3NII2S9yqjlZ8gi,,,,,,,,,,,,,,,,,,1,65,1,8,1,1,2,5,3,75424,,,,,,,,,,
R_ehUApvERamSe3hn,,,,,,,,,,,,,,,,,,1,65,2,21,1,1,6,10,3,70466,,,,,,,,,,
R_3nebX2RWyywYP2Q,,,,,,,,,,,,,,,,,,1,65,2,2,2,1,5,2,2,47201,,No,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Some.,Somewhat disagree
R_3rGq6jsZZnhTCv6,Cost versus political advantage ,,,,,,,,,,1,,,,,,1,,73,2,12,1,1,7,2,4,94114,Real Estate,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Not at all superior.,Some.,Neither agree nor disagree
R_1Qz9lWzOTT8efj6,,,,,,,,,,,,,,,,,,1,55,1,17,2,1,4,9,3,27107,Construction,No,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,A few.,Somewhat disagree
R_1gONflsMoi7e4TK,,,,,,,,,,,,,,,,,,1,54,2,1,16,1,4,2,2,43232,"Arts, entertainment & recreation",Yes,Somewhat disagree,Strongly disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,A few.,Somewhat disagree
R_3ezqZzk1htaj6NO,,,,,,,,,,,,,,,,,,1,51,2,1,1,1,2,1,3,41046,,No,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Strongly disagree
R_zSUUYBXb5ULhSLf,,,,,,,,,,,,,,,,,,1,32,1,6,1,1,6,5,4,81082,,,,,,,,,,
R_T1LoNJqhKmpkrbH,,,,,,,,,,,,,,,,,,1,50,2,1,1,1,2,10,4,93550,,,,,,,,,,
R_1Q0ziSwTSVxQEwQ,I have a question for you is that I have a question for you is that I,,,,,,,,,,,,,,,,,,30,2,6,2,1,4,1,4,85033,Health care and social assistance,No,Somewhat agree,Strongly agree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Strongly agree
R_12Q0jgucLGRlLjZ,,,,,,,,,,,,,,,,,,1,68,1,9,1,1,4,10,3,75089,Transportation & Warehousing,No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Somewhat disagree
R_1BVkEBvVISgze9F,Unsure,,,,,,,,,,,,,,,,,1,57,1,6,2,1,6,1,3,76133,Wholesale trade,No,Strongly agree,Neither agree nor disagree,Strongly disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Strongly agree
R_3MxrAsDJQaj6Xq9,,,,,,,,,,,,,,,,,,1,91,2,7,1,1,6,10,3,34222,,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat disagree
R_2wFBHar6Ue3Jyeh,,,,,,,,,,,,,,,,,,1,35,1,3,1,1,2,3,3,29554,,,,,,,,,,
R_3KYYNJhRs463cFQ,"If the country was a democracy and likely to stay and if they had supported the US in a recent conflict were the most important reasons, but who supported and who opposed did have a bit of sway for me.",,,1,,,,1,,,,,,1,,,,,72,2,14,1,1,7,3,4,95672,Real Estate,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Strongly disagree
R_2OHXNpZ9O3uOJyK,,,,,,,,,,,,,,,,,,1,53,2,20,15,12,4,2,4,90026,"Professional, scientific, and technical services",No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Somewhat disagree
R_TpZ0FBAkFIS0317,,,,,,,,,,,,,,,,,,1,26,1,1,6,1,-3105,7,4,95757,Utilities,No,,,,,,,,
R_3HZTyMC5sKkeyLV,how much needs to be spent to keep the ally,,,,,,,,,,1,,,,,,,,52,1,14,1,1,7,9,2,44095,Information and Telecommunications,No,Strongly agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat agree
R_3JwIZxUIPPMtXtw,None,,,,,,,,,,,,,,,,,1,19,1,14,1,1,2,4,2,60194,Utilities,No,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Strongly agree
R_1FfCMd88tUpKak0,,,,,,,,,,,,,,,,,,1,59,2,9,1,1,3,10,3,73159,,No,,,,,,,,
R_3Jlv4NtWOR2Cquu,Level of support by all and the likelihood of remaining a democracy ,,,1,,,,1,,,,,,,,,,,48,1,20,1,1,6,4,3,73072,"Professional, scientific, and technical services",No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,A few.,Somewhat disagree
R_1H61bkKk0uZeDeY,The money that would needed to be spent as part of the alliance ,,,,,,,,,,1,,,,,,,,22,1,24,1,3,5,5,3,27502,Retail Trade,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Neither agree nor disagree
R_2fppNkMwhfyYKLi,yes i and company is going on the same time and i just saw green orange orange ,,,,,,,,,,,,,,,,,1,21,1,11,1,2,5,1,3,77093,"Administration, support, and waste management",Yes,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Somewhat agree
R_tJPEJMiBOqazFiF,,,,,,,,,,,,,,,,,,1,77,2,8,1,1,5,9,4,94510,Real Estate,No,Strongly agree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Somewhat disagree
R_1pScaKp3zcQE96W,,,,,,,,,,,,,,,,,,1,68,2,8,1,1,7,9,3,40291,,,,,,,,,,
R_2aPu8lNkZ0rIutF,Joint chiefs ,,,,,1,,,,,,,,,,,,,63,1,12,2,1,4,1,4,85138,Accommodation and food services,No,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,None.,Somewhat disagree
R_3qeT2vPTGx3CJJ7,,,,,,,,,,,,,,,,,,1,66,2,20,1,1,7,1,1,3861,,No,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,Some.,Neither agree nor disagree
R_1fkO803PjARSCoc,no common factor,,,,,,,,,,,,,,,,,1,63,1,10,1,1,6,10,3,26059,Transportation & Warehousing,No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,None.,Somewhat agree
R_2dHptXLs4TLhIzO,,,,,,,,,,,,,,,,,,,38,1,19,1,1,7,3,3,22151,"Administration, support, and waste management",No,,,,,,,,
R_117pSiFHP5Fuea0,,,,,,,,,,,,,,,,,,1,55,2,-3105,1,1,6,9,3,34219,,,,,,,,,,
R_3kjfTWKlJ2V69pt,,,,,,,,,,,,,,,,,,1,65,1,6,1,1,6,1,4,90028,"Manufacturing - food, textile, apparel",No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Somewhat disagree
R_307FbQohXN3eUIG,,,,,,,,,,,,,,,,,,1,54,2,1,1,1,2,4,3,36611,Other Mining,No,Strongly agree,Strongly disagree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Strongly disagree
R_2EsEhsdUU1Jmh0R,,,,,,,,,,,,,,,,,,1,64,2,4,1,1,2,10,1,15221,Retail Trade,No,Strongly disagree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Very many.,Somewhat disagree
R_3lMOj6tEuVQ3nzz,,,,,,,,,,,,,,,,,,1,60,1,21,1,1,4,4,1,1801,"Manufacturing - machinery, electronics etc.",No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Neither agree nor disagree
R_vVItRaNXaMRHX2h,,,,,,,,,,,,,,,,,,1,61,2,12,1,1,2,10,1,15478,,,,,,,,,,
R_qD8IE8i07d6CifT,You guys can help many other countries the military can come by itself at other places,,,,,,,,,,,,,,,,,1,45,1,13,6,1,6,1,4,94107,"Administration, support, and waste management",No,Strongly agree,Somewhat agree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Somewhat agree
R_RJGwRtwKGdzrAaZ,,,,,,,,,,,,,,,,,,1,68,2,9,1,1,4,5,1,13030,,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,A few.,Somewhat agree
R_2bN2FBWMMfN3rnp,Patience,,,,,,,,,,,,,,,,,1,18,1,2,1,2,2,1,3,78589,Retail Trade,No,Somewhat agree,Neither agree nor disagree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Somewhat agree
R_3HB3ZnhB8auCkRp,,,,,,,,,,,,,,,,,,1,71,2,4,2,1,4,1,2,63031,,,,,,,,,,
R_1FQD0PKIF7DxfL3,,,,,,,,,,,,,,,,,,1,18,2,5,1,1,1,2,1,11003,Information and Telecommunications,No,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Somewhat disagree
R_3JFySLYuyCBAD71,,,,,,,,,,,,,,,,,,1,47,2,5,1,1,6,10,3,37618,,,,,,,,,,
R_3EmQjHTpBRfaIHQ,,,,,,,,,,,,,,,,,,1,31,2,1,15,2,2,2,4,80207,,,,,,,,,,
R_1mryWzj47ncPULL,,,,,,,,,,,,,,,,,,1,34,2,13,1,1,5,9,2,44131,,,,,,,,,,
R_3qVYYfLNdc6aKcC,,,,,,,,,,,,,,,,,,1,67,1,2,1,1,4,9,1,6360,,,,,,,,,,
R_1n7Q85L5xV5jblx,,,,,,,,,,,,,,,,,,1,72,2,10,1,1,6,10,2,61265,,,,,,,,,,
R_3KxwyzNUjAvcA3t,,,,,,,,,,,,,,,,,,1,58,2,2,1,1,4,2,3,72034,,,,,,,,,,
R_3ELvVNczcQq836d,,,,,,,,,,,,,,,,,,1,35,1,20,1,1,7,4,1,10004,Retail Trade,Yes,,,,,,,,
R_1EiKBPmDm8Z7gZK,,,,,,,,,,,,,,,,,,1,73,1,11,1,1,7,3,4,85224,Health care and social assistance,No,,,,,,,,
R_DejOWs00JM8z8f7,,,,,,,,,,,,,,,,,,1,20,1,15,15,2,2,7,4,91342,,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,None.,Neither agree nor disagree
R_3gRBJK3odQD7vvf,,,,,,,,,,,,,,,,,,1,34,2,11,1,1,2,5,4,84745,Accommodation and food services,No,Somewhat disagree,Strongly agree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Somewhat agree
R_1ozkamHXubhMTll,,,,,,,,,,,,,,,,,,1,29,2,1,1,1,7,10,4,83340,,No,Neither agree nor disagree,Somewhat disagree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Not at all superior.,A few.,Strongly disagree
R_862CjZdlsQ7psT7,,,,,,,,,,,,,,,,,,1,40,1,21,1,1,7,1,3,75093,"Professional, scientific, and technical services",Yes,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,None.,Strongly agree
R_3MneqxF7FCTvKjq,,,,,,,,,,,,,,,,,,1,71,2,6,1,1,6,1,1,6001,,No,Strongly agree,Neither agree nor disagree,Somewhat disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Strongly disagree
R_2t3Ty79oVcGP7Um,h,,,,,,,,,,,,,,,,,1,21,1,12,2,1,6,5,3,33082,Agriculture,Yes,Strongly agree,Strongly disagree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Neither agree nor disagree
R_1NrdjnIorWyGQzp,,,,,,,,,,,,,,,,,,1,47,2,19,10,1,7,9,3,38135,Transportation & Warehousing,No,,,,,,,,
R_2Y5iRTW014sjjYo,,,,,,,,,,,,,,,,,,1,51,2,9,1,1,3,3,3,32608,,,,,,,,,,
R_R4Esp4DF9gckXzH,,,,,,,,,,,,,,,,,,1,49,2,1,1,14,4,10,4,85340,Health care and social assistance,No,Somewhat agree,Strongly disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat disagree
R_3npBq86plHi1HGx,The country's support,,,,,,,,,,,,,1,,,,,19,1,2,2,10,5,4,4,85650,"Arts, entertainment & recreation",No,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat disagree
R_ptGXFjz7HAcLPeV,,,,,,,,,,,,,,,,,,1,68,1,6,1,1,4,10,3,72601,,,,,,,,,,
R_1C8EmZAoLw7Vaox,,,,,,,,,,,,,,,,,,1,78,1,20,1,1,6,10,4,91750,Health care and social assistance,Yes,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Strongly disagree
R_1dNf88yFcQ3XZze,,,,,,,,,,,,,,,,,,1,69,2,2,1,1,4,2,3,75040,,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Strongly disagree
R_qR5mc0WrWBN0oM1,,,,,,,,,,,,,,,,,,1,63,1,19,1,1,5,2,1,12037,Real Estate,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,
R_1JJGEylu1JkQhj8,,,,,,,,,,,,,,,,,,1,66,2,8,1,1,5,1,1,14020,,No,Strongly agree,Somewhat disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat disagree
R_3MmbFewRtaD99iw,Looney liberals demorats ,,1,,,,,,,,,,,,,,,,60,1,-3105,1,1,7,10,4,92399,Utilities,No,Strongly agree,Neither agree nor disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,Strongly disagree
R_12lMLiR4w2W7TL3,,,,,,,,,,,,,,,,,,1,78,1,12,1,1,7,10,1,7871,,,,,,,,,,
R_3lFDoTzfmfoVxze,"Democratic Party officials often trace its origins to the Democratic-Republican Party, founded by Thomas Jefferson, James Madison all man good",,1,,,,,,,,,,,,,,,,48,1,22,1,7,5,1,4,93535,Information and Telecommunications,No,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,Very many.,Strongly agree
